a1,b1,c1,d1,e1,a2,b2,c2,d2,e2,z_min,z_max
5.824416862787837e-05,88.7607810797469,-430.21146242182294,-2.5338677833094316e-07,3.5058251239425775e-10,0.0002749299287931557,75.89315992538123,299.35572335880715,3.9965672511873247e-07,1.9487184081213213e-10,-640.5731667230417,564.3755742968351
