candidate_id,"x [nm]","y [nm]",Δx [nm],Δy [nm],p,"t [ms]",Δt [ms],N_events,x_dim [px],y_dim [px],t_dim [ms],frame
42,30007.04875659754,27117.730536750172,7.39713001991223,6.8804585602076225,1,6839.135502831246,59.53378962354137,113,6,6,113.745,5992
43,31253.464568956082,24869.99478577003,6.9933243214515155,7.312918969203502,1,6982.351517049698,2027.6757774825458,78,5,5,80.32300000000001,6135
44,30422.582214968017,28990.285549082164,9.354308639030723,8.652047580695372,1,7223.595078691494,75.4904097430115,40,8,5,48.275,6377
45,30104.701551145998,23645.289157702246,5.968398651382377,6.282770997606935,1,7223.049895002037,35.84385389047945,56,7,5,88.876,6376
46,30699.100098977622,28082.362779399915,6.457430013187058,7.447654509332153,1,7284.001665525182,464.1554230365319,145,7,8,171.472,6437
47,27698.838230480134,27620.718911337037,8.380042585924965,7.727516425737362,1,7408.164655888204,40.43028902690457,122,9,4,83.488,6561
48,32477.101270651376,28745.51193723741,5.209055866686392,4.830897546357203,1,7535.843390622921,1.6420006724583982,146,7,7,153.103,6689
49,31085.77335943155,27335.340459561146,28.51480881120963,45.86473984664458,1,7627.8878773438955,29.707340339085167,18,5,5,45.132,6781
50,31451.576816201148,27443.542536757494,7.233545733487969,8.889044887481418,1,7677.326602821629,15858.868828170665,54,7,6,51.284,6830
52,30601.177957311418,26396.8346200841,16.156650471768582,16.79530720095291,1,7890.1040129911535,2.1132442461052032,69,7,6,119.21000000000001,7043
53,31234.68532760671,29879.742580249378,4.414822193277872,4.739669605866159,1,8297.585539552674,2050.5557426645746,116,7,8,115.08500000000001,7451
54,30307.715149810814,28902.99888023491,5.461073410235948,5.298112235769399,1,8761.468258582463,27.45833875391748,55,6,7,61.075,7914
55,33318.14871076742,28184.619829352152,5.995280225685676,7.753936230505638,1,8805.289162734882,90.88167012676608,41,7,7,53.463,7958
56,29723.873427463048,26359.051306494333,7.457944733245363,7.474574562477311,1,8850.035271219003,140.3065391385001,91,7,5,103.158,8003
57,33922.25712024898,23985.447666451964,6.516324887067261,7.002447461653431,1,9061.34160472707,59.82825430300796,69,8,5,55.7,8214
58,31982.91969102339,27566.5408249771,5.073821769682444,6.623269412448727,1,9141.726654798305,8.085191105353216,69,7,5,58.42,8295
59,30347.753899966643,24102.549540522297,6.477417311260588,6.5116553769260825,1,9176.218627446879,46.62949200339673,74,6,5,18.363,8329
60,31857.581498510714,29826.553793001312,6.729544670719142,8.087576999694113,1,9845.056019737,248.37441481986733,45,4,5,49.954,8998
61,27934.554136183975,28282.237847398133,4.264175331436693,4.461785656986233,1,10033.224924477337,271.8882330577253,222,9,11,201.55100000000002,9186
62,30923.035854623096,30152.749753553595,10.068827491192181,36.44409587708337,1,10426.750629513896,7757.026397708061,39,4,6,127.744,9580
63,31431.20134304676,25951.083945522794,8.795097633665609,6.337573269423045,1,10722.302200000002,19.591923744237103,49,5,7,97.684,9875
64,31870.69705978856,29822.18719161429,6.544877461641874,7.2271462216284705,1,10695.606008157987,11.099678674150505,60,5,7,81.95,9849
65,30317.317857386763,28893.875495895,3.4661382313758473,2.9344079510303134,1,10797.959260339232,6.913567344594309,106,9,10,119.714,9951
66,30929.27582043265,29655.493657196992,9.536527951260334,19.604234802344713,1,10804.366095874459,344.56653947153035,36,6,5,53.207,9957
67,33625.906093178724,24001.73197742337,4.797462371954866,5.263337351202217,1,10808.5094628607,6.997508014065504,128,8,10,121.938,9962
68,31759.487610855824,29894.140587212783,5.825699805682725,6.2674212347852425,1,11011.274257529063,218.0355468097921,110,6,6,148.371,10164
69,33706.04804531704,27742.752789500937,9.544839013383694,10.116558737065063,1,11372.986619537784,10.08561458318176,187,9,8,145.368,10526
70,31821.532744653257,29835.620721241037,6.845735985902307,6.303664744774001,1,11538.236822240615,21.187218932772527,65,7,5,69.584,10691
71,32140.720860682508,29150.38972856302,8.880046175858553,9.180964641436747,1,11844.097528395921,7.345468985789838,98,6,5,153.77700000000002,10997
72,31758.50823764514,25406.54471515624,6.644077256026245,6.672914137605277,1,11854.7669428986,17.97143620692744,73,7,6,65.611,11008
73,31429.66300413539,25976.883165482734,15.62798066320193,8.156492174135515,1,12106.371467782194,1217.472286818238,39,5,4,43.547000000000004,11259
74,31199.21624426254,29826.176746315803,5.371541453384318,5.443170717850485,1,12139.253815942278,4.165901656080387,133,8,7,162.41400000000002,11292
75,31534.8245031518,27466.442166610133,5.576372505374733,6.552546360396556,1,12201.799680805436,7.5728155077284764,129,6,6,123.714,11355
76,31765.582245934154,29896.957339514505,4.533222403177436,5.0811447336134465,1,12568.408725804215,1.7356299594407052,105,6,6,103.624,11721
77,30283.614972582724,28957.687174734172,10.021301088463801,9.10150468546103,1,12845.270584957192,11.22616262132802,50,7,6,38.146,11998
78,32633.5850296318,26071.705802972778,4.263889728430431,4.270131914597441,1,12852.59610520596,1393.7033381343774,146,9,10,128.27700000000002,12006
79,30955.755994824798,27721.07716288541,11.613526491043727,15.958393868371054,1,13027.395994106862,0.002684816643612551,21,5,4,28.52,12180
80,30531.086367478943,26959.178353802326,8.199402165332723,8.074465312972272,1,13090.756555555556,30.676564089839335,140,6,8,116.279,12244
81,31671.127351405485,27922.34631905889,6.3782236072249345,7.080057239722638,1,13082.358942390601,7.087037544045543,105,7,8,137.59,12235
83,33758.533659581706,27677.670574599295,6.887924452564997,6.901734181715768,1,13316.208805906484,28.414282025332536,148,7,6,163.87800000000001,12469
85,30438.687728397646,26269.95412369921,7.9649312333970546,10.536105275569733,1,13422.707255134197,13.755048035315832,150,8,6,176.631,12576
86,28211.34312318568,27503.815429063132,6.862605559655076,7.280068169257215,1,13636.502417870623,1346.8763979210069,62,8,5,58.328,12790
87,32431.249335956865,29832.127706272393,2.500122021802609,2.6674605681320918,1,14032.799969365089,8.989626983456969,55,5,4,50.051,13186
88,30298.120874001746,28963.398702466267,7.59237110394009,6.004437478321816,1,14176.755536317958,3.5318756782627228,95,7,6,97.044,13330
89,34322.30152376764,24781.626214200212,36.419956404354714,6.882185494584126,1,14251.471980907672,306.32331499954313,65,6,5,110.675,13404
90,31287.97589301516,24872.839747299186,3.877806341012399,4.078149069600928,1,14337.658324324328,15.449525669363648,109,7,8,59.262,13491
91,29053.654572799453,25472.58899265592,5.230651104746616,4.475956638881262,1,14492.880581701307,745.5864978043796,69,7,6,65.3,13646
92,30007.905358376618,27121.482041904317,4.075714218469647,3.7247658753180892,1,14904.336829268292,39.88777036300491,146,10,8,149.031,14057
93,30102.84705102969,23643.556998872245,5.1566093580045385,5.957750278160998,1,14957.48994844225,106.15463274929574,70,5,8,41.815,14110
94,29294.503605725993,29041.184724749888,6.211166440411614,5.626218262949017,1,15323.938334994204,21.390702841927936,126,6,6,165.16,14477
95,33904.12402454552,23990.173091786255,8.262120611057512,6.930368827918912,1,15659.570808148257,22.286335831252572,98,6,6,127.604,14813
96,29280.760704032586,29030.275859331286,6.519722840129794,5.85643181908654,1,15742.36081502445,1.9016138441602077,52,4,8,57.192,14895
97,30019.76430540737,23677.12304292335,7.717871624564502,7.574474618548643,1,15813.387694272851,7.776458819824705,172,7,10,188.285,14966
98,29331.212668940905,29084.719579977063,5.748101856980557,5.815081959775589,1,16223.607932562474,38.61379958075727,102,7,6,141.181,15377
99,33767.182800859126,27672.914354201203,3.8100313791492293,3.8310163238209136,1,16322.313500784898,28.00962688630606,101,6,7,75.013,15475
100,31253.947793297684,24269.958669378746,3.263272641881412,3.017325806211878,1,16479.923403855268,5.167758352880999,152,7,5,157.49,15633
101,31471.1239080615,25965.834754389965,11.465779510741772,8.417244485648032,1,16637.70515911829,130.31427668954188,56,5,6,65.883,15791
102,31311.960958026124,24271.197547645796,60.26578928775558,17.351800414962916,1,16976.094156405055,809.950120759552,21,6,5,62.701,16129
103,33872.71757266849,27789.23257388543,12.36658189609418,10.800517961074743,1,17073.237859906494,1.3117253162054545,85,5,6,101.34700000000001,16226
104,33056.9348499091,25798.653154387033,6.736000093638705,6.185477144431774,1,17347.751231238868,22.311266171162544,93,5,6,108.929,16501
105,30963.80883771655,29699.062323895065,5.823626304238747,7.978048303388938,1,17742.506400000002,29.40992462032725,119,6,5,106.226,16896
106,33957.6414378591,23921.492996772104,5.935421788139935,5.119922515272679,1,17954.777186486615,15.188272019713576,57,6,7,107.977,17108
107,33761.86400698183,27672.16242119548,3.6656173941506105,3.8377395898066293,1,18128.450329068404,40.819083587168635,113,7,5,105.522,17281
108,32120.32828655923,29163.403205150178,5.041926757878754,6.1406680935698805,1,18145.46755410553,50.3007889991323,61,7,6,63.035000000000004,17298
109,30031.279303298197,23673.04533961509,8.950012679678283,8.018439029149008,1,18341.63905418032,85.50460258791053,88,6,6,105.529,17495
110,31000.55317413702,29749.334357793898,7.817604174214917,6.289261367641041,1,18521.904153846157,10.718812626880448,64,5,7,44.17,17675
111,30391.29826358098,29039.158030835235,4.492006994426024,4.708354187608545,1,18582.9237916619,61.13273307657786,93,8,8,123.98700000000001,17736
112,32101.423601038947,29025.435394675405,5.271768580459266,5.49463154021742,1,18618.32914460272,38.10212396197272,108,7,7,124.309,17771
113,30411.017753052834,26248.86125290222,6.791074769277256,8.276525706620372,1,18659.316643892183,11.118218090970082,102,6,7,136.731,17812
114,29152.46472497751,26674.053854703972,6.727866826289704,5.978897160499511,1,18708.515693570804,172.61328807649755,72,4,6,100.505,17862
115,31750.64521273897,29902.230648012406,5.321575864001214,6.352879974140231,1,18716.802149514315,240.68728164056208,67,7,9,70.435,17870
116,29144.951002399226,26675.77884322596,3.935337999088013,3.5849348427730563,1,18871.937724077583,73.53646755549059,338,12,14,97.147,18025
117,30966.04515792684,29748.05014804492,4.705550262173026,4.899363369885861,1,18913.46915501548,4.12498403535887,69,7,5,65.277,18066
118,34103.15310092767,28290.903650606477,7.894682643902194,8.324358415547112,1,19088.04154965177,15.502944829125958,57,7,5,59.923,18241
119,29243.20347100252,29004.05778790325,5.628526072714295,6.342537955443564,1,19207.10345,11.06327264635092,47,4,5,38.1,18360
120,30151.513086704992,23617.586990239055,5.2851355210416475,5.8066060522655185,1,19203.99575014482,1.059958391790644,105,6,9,99.60900000000001,18357
121,31484.555287967705,25799.301063859046,10.855430155510197,10.95487060902036,1,19255.655108220766,10780.364291780457,278,11,12,205.168,18409
122,33294.826831046834,24126.1642178541,5.130323890406508,6.20942635856849,1,19429.091071924617,11.315296922831466,138,7,7,126.351,18582
123,32187.469672008065,28049.12517548699,3.9640955786099688,3.4488310829472786,1,19549.579797521877,9.103171593687257,176,9,8,50.88,18703
124,31324.28376965668,24867.059999814657,5.756870166353986,6.87566571492416,1,19634.12958496859,29.060685936905752,140,8,8,156.649,18787
125,29049.829927043793,25471.749853470406,6.2627959312478065,5.195511532193763,1,19710.089605380737,696.2449209992756,129,8,7,146.92000000000002,18863
126,30112.47091019283,23650.31792126416,7.1868871918692045,8.329368089935096,1,19708.04798698631,15811.045007598545,43,7,6,51.566,18861
127,28110.10162871239,29860.251037675414,5.771534372041508,6.507755251663839,1,19787.465624822864,1.1440668396836715,77,7,7,76.435,18940
129,29285.913629176892,29040.74390434399,7.442867967414233,6.669602075462868,1,19972.438493459566,143.284344602164,97,5,5,124.166,19125
130,31744.538398059467,29908.35776041261,4.2900326590563,5.001360248676928,1,20202.216030992007,6.426794487891015,90,6,6,80.662,19355
131,30930.638969595966,29617.552355804077,7.851008065248433,10.84691069076117,1,20334.823041736545,474.66406013822433,79,5,5,71.265,19488
132,33707.437143221534,27749.23861541733,9.7279937446866,10.713269487998339,1,20392.1443741584,31.70433538718849,188,9,8,187.392,19545
133,30184.703076128182,24357.04337716515,14.884310513012368,34.86855726499454,1,20592.661849144242,1.405486234504744,20,5,5,41.209,19746
134,30971.46236005273,27709.634127278056,7.315164115327928,8.229050583049224,1,20742.255426745174,3.96066931946576,63,4,5,59.048,19895
135,30599.196678378226,26418.79436772998,11.927056723707732,13.626004957564232,1,20825.17784828007,42.946161514154,114,6,6,163.52100000000002,19978
136,33714.18940520572,27732.834431531264,10.858799524357151,11.276776055696054,1,21140.45863590923,1.9104970220987005,175,7,7,146.495,20293
137,32985.657801423644,24003.809935398094,4.462678498206364,4.283852753851662,1,21162.685503992754,65.66440567027952,39,6,4,42.018,20316
138,33699.98254218704,27751.649032432422,10.51418120178445,11.422046386944436,1,21468.295326051484,219.69842798934448,73,6,4,62.976,20621
139,33662.20057382548,24865.805138080836,6.849020524091011,9.224264464121553,1,21923.00922813947,65.41149464116886,43,6,4,34.059,21076
140,29701.96840969326,28038.272585103132,8.673872513338905,6.956861525498077,1,22421.944798411194,0.5991855406683263,95,6,4,53.466,21575
142,30696.813246610778,27544.294045650113,4.2832943821128655,4.906377838328029,1,22999.516468879912,3.0435538676976766,74,7,6,39.386,22153
143,32629.54811360684,26049.064894196854,4.601674831162992,4.982110071459034,1,23235.518179834355,402.42514816047066,128,9,7,128.311,22389
144,32023.359346255333,27646.509578386318,5.807526366555203,6.370745042215359,1,23571.254080095474,30.05867258450856,136,8,7,147.17600000000002,22724
145,31869.870253720306,27043.54414648722,6.8127553613592005,6.12474045428489,1,23663.693761192975,171.876881736512,50,6,5,43.596000000000004,22817
146,30574.621856313624,26424.217060363997,19.124934969004702,14.137066935446459,1,23716.491235661495,4.2328650903872385,73,6,6,97.256,22869
147,31185.153826213143,29840.072472746815,4.574501843923134,5.0846619963899835,1,23891.499415994884,5.434078971090424,130,7,7,126.949,23044
148,33287.64586721018,24132.240077987375,3.645187312795602,4.285115459989021,1,24530.363810289575,22.142321378067297,84,7,9,89.249,23683
149,31804.131632606375,29858.995641463083,4.1716682909859575,3.7144210551019494,1,24938.309501340544,3.432810513483914,66,9,5,62.271,24091
150,30984.81193810187,27639.434041638782,8.651991771054472,12.178754855023616,1,25720.756211324027,2.3212887997668266,34,5,6,44.143,24874
151,31523.712305541103,27477.7153882038,4.281520697426654,4.775313483038131,1,25883.325660835104,923.5454280044203,120,7,8,130.871,25036
152,32004.479364915325,27621.188740963767,12.35583057205879,11.719863565844902,1,25946.561988033955,154.01787521348083,19,5,4,32.26,25100
153,34182.796364362526,26331.606316889614,5.562598085977767,4.665911452538301,1,26090.09389480388,153.24684186306976,66,6,5,69.46300000000001,25243
154,31239.940026433615,24885.57430669394,7.261219515773028,7.286592403375481,1,26121.906847883383,1.5052101818225747,48,4,5,46.052,25275
155,31008.252210354323,29238.85342590494,3.5396687466310706,3.4227181900986814,1,26133.829840341226,10.222383369845641,154,8,9,153.798,25287
156,28522.887792859314,24740.827697587996,6.228020712522415,5.646939979072437,1,26198.17265782897,332.24061005323125,82,7,6,59.101,25351
157,30019.405876677483,23681.96896256426,6.046081187850406,6.668374278163893,1,26191.619133390155,77.30109724130277,143,8,8,224.936,25345
159,33329.70493811762,28218.227229689233,6.504572468315569,7.122197264485862,1,26350.007906248564,6.137904579877029,61,5,5,80.156,25503
160,31229.0120567133,29867.33413152174,4.120017185162673,5.595894012059092,1,26449.573833961003,383.71456819214103,74,6,7,51.542,25603
161,32120.34624971688,29065.75537100458,5.587023761489392,5.399686243073107,1,26515.67892084567,50.74819358079488,91,6,7,122.176,25669
162,31467.52895094225,27446.13994715934,7.2772992926620175,7.8560410213755905,1,26521.937602307666,212.7293626794396,78,6,6,84.33500000000001,25675
163,27913.708037538352,28271.25810617458,7.03089045763658,8.102681490950271,1,27198.444847476127,8.055136771594286,96,7,6,161.118,26351
164,30700.175954289698,25973.386560855433,5.560530232028993,5.491415424598136,1,27269.126541133748,23.10681290604419,159,8,9,137.235,26422
165,30717.021908194816,28126.88611968926,6.6802554732610275,7.68754425951298,1,27340.631626304836,11.125341241988348,93,6,8,85.001,26494
166,27991.597934903453,28386.73289284342,50.40468605604633,62.99777019738712,1,27358.072005007125,226.87206548925397,14,5,5,39.794000000000004,26511
167,32752.96637198452,27534.735159645188,9.453300577314053,12.9976376982395,1,27386.302510303427,124.34468345505054,36,6,5,44.402,26539
168,29364.852390175743,27999.016862587465,3.0262825289305155,3.336271359962276,1,27562.653452043665,256.8370903639024,48,6,5,47.167,26716
169,32923.24994727762,25757.56582712631,4.167811317175537,3.881168915195517,1,27790.183338316023,807.4970635637033,129,8,9,143.171,26943
170,31755.433270713012,29895.461049369973,5.0582397947461715,5.450346229420929,1,27848.328907644434,36.117794006076224,111,6,6,119.485,27001
171,33459.59722236502,24295.98995291449,6.1532314455696,6.514153749038019,1,28401.552216822383,33.77561752400171,111,6,5,124.767,27555
172,30670.623060492864,28054.08330247097,5.137847849957061,5.409526961438522,1,28947.982741739695,5.699763035134924,114,9,7,164.83,28101
173,31861.481784596497,29826.348993209216,4.8888573312970856,4.742242692206158,1,29295.00226666667,32.32584857141756,87,8,5,121.955,28448
174,29441.433970785896,26574.075035402886,10.042915516839626,15.224990343194245,1,29761.8834594106,22.662130577285534,32,5,5,54.905,28915
175,30956.900033256614,30127.75584738477,8.857909011043292,16.211644240143833,1,29939.143251037327,14.701980884157818,31,4,4,84.209,29092
176,28989.78894368001,25502.694734756293,7.1115418018557905,6.112653777148574,1,30003.335435024135,0.3204698143066791,129,8,6,41.277,29156
177,31385.07081503132,24863.972222757217,5.695643318034487,6.213439168417587,1,30114.17934465448,0.8063133824892248,100,6,7,130.239,29267
178,31661.43038980562,27915.853001150666,5.288226406614673,6.042011485438517,1,30211.443871711494,6.36932203038845,141,7,8,143.31300000000002,29364
179,30962.676393560116,29692.52979944423,5.993755439140941,7.945001889021309,1,30255.62332957022,18.024318512479695,148,7,6,116.629,29409
180,30708.684282465558,28091.522127635035,6.913250562399983,7.972498674108913,1,30277.948023946545,4.541393899192108,60,9,8,56.984,29431
181,27949.28218010932,28255.80367210229,7.609948450547285,8.763796112576657,1,30695.557479560706,8.29884816731235,120,9,7,149.766,29849
182,33625.46029908621,24789.607541261907,7.226213922526969,6.710828402082249,1,30666.089917495643,1.656885786685116,84,6,4,79.489,29819
183,29056.646980168935,25462.333162655923,7.324703669937633,6.907074032096817,1,31096.55100744318,132.9359189378274,78,5,6,83.821,30250
184,30064.747867626793,23869.782445935536,4.1297040510854615,3.508366477729717,1,31161.67226222599,44.843714050132256,265,11,10,143.504,30315
185,31459.824235692264,25955.41997293707,4.7177804330938535,4.524412547459534,1,31204.814333611706,9.766514276017588,152,8,7,182.776,30358
186,30425.8267720645,26193.24212110874,7.031791331073,4.402347746980858,1,31204.43216599464,12.430407987840008,69,5,6,49.328,30357
187,30058.920340476372,23863.822249669647,5.566939295237803,4.921695351247187,1,31354.31838020382,522.7852152723236,32,6,5,15.637,30507
188,31752.367162585153,29906.00226523033,4.300725912046056,4.4886897883536445,1,31396.051113308757,87.80615782094924,126,8,9,115.436,30549
189,30384.503244528925,29081.514018811573,6.4352998516039595,6.650363160953449,1,31770.365744887855,153.67814173122125,217,8,10,188.264,30923
190,31859.40918884533,27043.92657008112,6.178056733471065,5.62372524600139,1,31923.09060261328,14.347701874635607,170,8,6,170.374,31076
191,32622.593225615376,26045.274978536927,5.884548945142114,6.955558062528177,1,32160.267241510624,203.84651762846994,71,5,4,92.226,31313
192,27932.06305431153,28286.303736047666,4.608496640962448,4.985094915689418,1,32205.098477272735,41.711240357469,137,8,9,188.457,31358
193,31867.389830262102,29821.92458910798,2.8186979586127228,2.8984877592903358,1,32993.00154220581,14.190036631750958,124,9,9,102.994,32146
194,27939.24650910504,28273.335265144193,5.098555927188375,4.784933626539663,1,33173.893336565074,8.580915711754832,196,10,9,168.425,32327
195,30413.64364839687,28979.23792091273,4.2907748592618615,4.93473684403833,1,33184.91323350079,21.41113329222229,111,9,7,118.791,32338
196,33056.57304794844,27120.12994005931,4.055631612139167,4.186858366208762,1,33246.32982328562,0.3878875495558067,212,9,9,150.145,32399
197,34195.35967919116,26334.416200745225,5.10697725024659,3.873803706260098,1,33321.68830015448,5.855118791975394,77,6,4,131.91,32475
198,33704.009587145396,27743.905049486762,8.975741320796436,9.289314658644738,1,33398.170983516284,56.666235489171335,203,10,8,155.365,32551
199,30973.23611578427,27708.459033216623,5.263248000930636,5.211967054024974,1,33480.151164254385,1559.365222744451,134,7,9,143.939,32633
200,33052.314236574486,25800.56270472625,8.125497539660856,9.37526606838791,1,33620.97492373406,30.41885881462536,36,5,5,29.638,32774
201,28055.620630516456,29919.813925500173,5.809762030367109,7.759833736236851,1,33768.85774302787,15.422251456191411,84,5,6,116.141,32922
202,31862.353671905206,27045.042827314046,4.725405244973562,4.109706528201793,1,33809.42480121009,3.3552266535947792,120,7,7,107.36800000000001,32962
203,33763.80665907567,30146.592324657555,12.503169156411818,46.570851543118124,1,33995.000328464535,227.86841960957062,75,4,7,137.445,33148
204,30234.3382133816,24513.374389996996,14.035204231356664,12.494197316998882,1,34097.67983943116,343.55445657843455,39,5,5,55.491,33251
205,32130.587769295562,29090.866222026307,7.394589955327161,6.9723820130621315,1,34429.509546849105,193.18378830526186,38,6,5,31.454,33583
206,30988.306300350414,29749.451564690036,6.086157632086603,5.812923665839546,1,34434.362829852005,31.669927106346407,187,10,7,163.769,33587
207,30963.174537968756,29718.726394656467,8.881805343105427,11.150010370043434,1,35064.03716451436,2.808647401799771,47,5,5,64.988,34217
208,30005.143825692874,27115.8718554772,6.482715538298372,5.734537084275847,1,35132.70157714641,70.70440297717695,94,6,6,80.278,34286
209,32102.86015205296,29025.498369788882,2.595941194913412,2.911485795333253,1,35153.34752783684,410.2261710241078,94,6,8,79.599,34306
210,31676.429521605525,27916.59579158951,5.304926705855311,5.264803849664369,1,35322.10799204717,5.8468672223435325,108,7,5,83.685,34475
211,33918.76060952703,23991.113711121958,8.60389622527412,9.993575645201654,1,35331.18499875532,13.950463534585532,50,5,4,72.404,34484
212,29264.895523930994,25253.554442352255,7.168897051700153,7.522403723564962,1,35806.22558206394,87.56398632742705,157,10,8,149.713,34959
213,33400.47387789064,28172.908385960334,5.570802487591658,5.61613529908517,1,36040.80939725737,66.80118743319233,92,8,6,137.879,35194
214,32107.993374528964,29086.395153645248,5.439633016476081,5.683471724703608,1,36240.99998227222,5.274650587992665,81,5,7,87.554,35394
