candidate_id,"x [nm]","y [nm]",Δx [nm],Δy [nm],p,"t [ms]",Δt [ms],N_events,x_dim [px],y_dim [px],t_dim [ms],fit_info,frame
8591,36881.5792928319,33172.739794836634,7.431966334329926,9.073969679154274,0,797096.1113782534,300.3635777717933,19,4,4,143.709,1,795119
8592,37768.905143896656,33486.38166581789,7.232264614675263,6.287549286780346,0,797356.3694469857,9247.72724675079,49,6,5,258.641,1,795379
8593,40525.12443590022,29798.379739661337,24.1466434580143,30.621448409348982,0,797861.86,11.929965176418571,9,3,3,34.273,TimeRuntimeError: Optimal parameters not found: The maximum number of function evaluations is exceeded.,795885
8594,37495.77936859733,31211.49280376966,26.01576771349616,29.808385750369983,0,798087.6326666666,23.908787069018423,9,3,3,86.057,TimeRuntimeError: Optimal parameters not found: The maximum number of function evaluations is exceeded.,796111
8595,40713.21279394697,31605.680965895994,5.7058239739644145,5.948231479806743,0,798083.1416310882,15.425495022137946,58,7,5,149.608,1,796106
8596,40737.54694780741,31574.977029472415,24.613176262037847,22.4175404006126,0,798287.0778281298,11.248044683612063,24,6,6,159.268,1,796310
8597,37066.90555150827,33987.291035810325,8.905041684015048,10.540809035183106,0,798288.0623076047,44.17417188492789,27,5,5,101.81,1,796311
8598,36406.59404280293,31703.75190074101,6.024740418020427,6.377920514172227,0,798324.3481164383,24.535015668564093,79,6,7,250.168,1,796347
8599,35577.85844702282,32564.355288814426,7.03601746029859,6.72952221820611,0,798439.0508724143,22960.825923562847,39,5,4,174.918,1,796462
8600,40504.548574664725,31914.49189072939,49.34856719304356,14.338268050855618,0,798520.7358729881,6488.757470994472,26,5,4,147.75,1,796544
8601,35514.05873092147,32504.728209130095,48.826738515726696,21.588682623321684,0,798651.515403132,2451.1037574777224,19,6,5,102.423,1,796675
8603,40326.091537464345,28835.189754084426,10.71460490703414,10.720783391724343,0,799336.9289034093,17.135485672201725,35,6,5,133.035,1,797360
8604,36899.599607091885,35573.6525988276,7.268459124932307,8.84337260757776,0,799691.7721124289,40.038105354709856,41,4,6,186.346,1,797715
8605,39377.98501828057,30971.24414396629,6.410286434785709,6.207760474199874,0,799879.6090999999,59.74683759572482,70,5,5,240.892,TimeRuntimeError: Optimal parameters not found: The maximum number of function evaluations is exceeded.,797903
8606,37312.91015268254,33915.28303892145,5.596675912052485,5.939479797463144,0,800081.5043079916,14.234632627670734,104,5,7,287.823,1,798105
8607,37117.87660055989,34125.32843149208,10.71102455342183,13.596959794397263,0,800967.1002553139,17692.84853806955,25,4,3,149.108,1,798990
8608,35708.712863007866,32495.937413909043,11.496133854564029,8.274435792666502,0,801941.8834375889,1480.2015813250903,23,4,3,132.904,1,799965
8609,34349.050054759886,35189.25276434743,6.445393845616798,6.829980149766013,0,802575.1546923077,38.81571791840173,43,5,6,149.871,TimeRuntimeError: Optimal parameters not found: The maximum number of function evaluations is exceeded.,800598
8611,40806.07989888856,31570.13029889589,9.895515871342596,7.6710255214845535,0,802885.2447783602,180.32369846231438,37,6,4,176.268,1,800908
8612,37207.750096318065,35837.211436217636,7.483727911313753,31.8306091498144,0,803001.9831729339,24.26158619467627,52,3,6,205.121,1,801025
8613,40034.58728587569,29809.010994005515,6.494135881725992,7.378953355418885,0,803357.6705735048,30352.092369791524,38,4,5,164.457,1,801381
8614,36153.406402897446,34910.435529864066,9.02301537058905,9.050801675606836,0,803520.2511056104,110.03180748637318,45,5,5,195.689,1,801543
8616,36385.15026862414,31708.366886676653,27.278215427434723,21.160101351566475,0,803678.9030882304,3.936984797528733,11,4,4,60.256,1,801702
8619,40849.22031487665,31547.34459205669,15.104888506112292,11.520417966959153,0,805127.6253046935,6796.737929522623,24,4,3,119.023,1,803151
8620,36558.80862019161,33688.833090514076,8.968240115558428,8.29269727970984,0,805392.3070617219,34.026507439902176,55,5,7,232.98000000000002,1,803415
